filename,start,end,class,class_id
20230528_VIGO_00.mp4,1.270634146,1.782986625,hit,0
20230528_VIGO_00.mp4,4.570184107,5.123524784,hit,0
20230528_VIGO_00.mp4,6.435147128,6.906511408,hit,0
20230528_VIGO_00.mp4,6.967993706,7.33688749,hit,0
20230528_VIGO_00.mp4,8.689498033,9.099380016,hit,0
20230528_VIGO_00.mp4,2.459291896,2.951150275,hit,0
20230528_VIGO_00.mp4,11.7431188,12.15300079,hit,0
20230528_VIGO_00.mp4,15.22711566,15.57551534,hit,0
20230528_VIGO_00.mp4,16.35429111,16.74367899,hit,0
20230528_VIGO_00.mp4,18.54715972,19.0595122,hit,0
20230528_VIGO_00.mp4,13.40314083,13.75154052,hit,0
20230528_VIGO_00.mp4,19.18247679,19.61285287,hit,0
20230528_VIGO_00.mp4,10.45199056,10.92335484,hit,0
20230528_VIGO_00.mp4,21.06793391,21.3753454,hit,0
20230528_VIGO_00.mp4,21.60078049,21.94918017,hit,0
20230528_VIGO_00.mp4,22.17461526,22.50252085,hit,0
20230528_VIGO_01.mp4,1.248528718,1.851266719,hit,0
20230528_VIGO_01.mp4,2.195688434,2.712321007,hit,0
20230528_VIGO_01.mp4,3.831691581,4.348324154,hit,0
20230528_VIGO_01.mp4,5.295483871,5.726011015,hit,0
20230528_VIGO_01.mp4,7.448119591,8.093910307,hit,0
20230528_VIGO_01.mp4,8.524437451,8.998017309,hit,0
20230528_VIGO_01.mp4,10.59096774,11.10760031,hit,0
20230528_VIGO_01.mp4,11.19370574,11.53812746,hit,0
20230528_VIGO_01.mp4,12.65749803,13.13107789,hit,0
20230528_VIGO_01.mp4,14.29350118,14.68097561,hit,0
20230528_VIGO_01.mp4,15.19760818,15.58508261,hit,0
20230528_VIGO_01.mp4,15.88645161,16.27392604,hit,0
20230528_VIGO_01.mp4,16.91971676,17.47940205,hit,0
20230528_VIGO_01.mp4,19.20151062,19.76119591,hit,0
20230528_VIGO_01.mp4,20.45003934,20.88056648,hit,0
20230528_VIGO_01.mp4,22.04298977,22.55962234,hit,0
20230528_VIGO_01.mp4,27.16626279,27.68289536,hit,0
20230528_VIGO_01.mp4,24.15257278,24.71225806,hit,0
20230528_VIGO_01.mp4,30.82574351,31.21321794,hit,0
20230528_VIGO_01.mp4,31.29932337,31.90206137,hit,0
20230528_VIGO_01.mp4,32.84922109,33.23669552,hit,0
20230528_VIGO_01.mp4,35.60459481,36.12122738,hit,0
20230528_VIGO_01.mp4,37.88638867,38.35996853,hit,0
20230528_VIGO_01.mp4,39.95291896,40.46955153,hit,0
20230528_VIGO_01.mp4,41.71808025,42.1486074,hit,0
20230528_VIGO_01.mp4,43.00966168,43.48324154,hit,0
20230528_VIGO_01.mp4,44.81787569,45.42061369,hit,0
20230528_VIGO_01.mp4,47.31493312,47.70240755,hit,0
20230528_VIGO_01.mp4,48.60651456,49.16619984,hit,0
20230528_VIGO_01.mp4,49.6397797,50.02725413,hit,0
20230528_VIGO_02.mp4,1.12695719,1.279764944,hit,0
20230528_VIGO_02.mp4,2.273015349,2.50222698,hit,0
20230528_VIGO_02.mp4,2.960650244,3.170760906,hit,0
20230528_VIGO_02.mp4,4.517379243,4.689287967,hit,0
20230528_VIGO_02.mp4,6.570733445,6.780844107,hit,0
20230528_VIGO_02.mp4,7.583084818,7.726342088,hit,0
20230528_VIGO_02.mp4,8.423527468,8.576335223,hit,0
20230528_VIGO_02.mp4,8.604986677,8.757794431,hit,0
20230528_VIGO_03.mp4,8.543068183,8.77758378,hit,0
20230528_VIGO_03.mp4,6.39892558,6.650192291,hit,0
20230528_VIGO_03.mp4,0.770551248,1.021817959,hit,0
20230528_VIGO_03.mp4,1.993382576,2.361907086,hit,0
20230528_VIGO_03.mp4,3.869507353,4.187778521,hit,0
20230528_VIGO_03.mp4,4.338538548,4.539551917,hit,0
20230528_VIGO_03.mp4,4.908076426,5.142592024,hit,0
20230528_VIGO_03.mp4,10.51969964,10.72071301,hit,0
20230528_VIGO_03.mp4,13.09937121,13.28363347,hit,0
20230528_VIGO_03.mp4,11.40750869,11.60852206,hit,0
20230528_VIGO_03.mp4,15.3440205,15.56178498,hit,0
20230528_VIGO_03.mp4,18.37597215,18.54348329,hit,0
20230528_VIGO_03.mp4,16.93537634,17.08613637,hit,0
20230528_VIGO_04.mp4,1.752153123,1.91143977,hit,0
20230528_VIGO_04.mp4,2.830401198,3.014193484,hit,0
20230528_VIGO_04.mp4,3.565570341,3.712604169,hit,0
20230528_VIGO_04.mp4,5.035908625,5.182942454,hit,0
20230528_VIGO_04.mp4,6.690039196,6.89833712,hit,0
20230528_VIGO_04.mp4,8.650490242,8.80977689,hit,0
20230528_VIGO_04.mp4,10.85599767,11.03978996,hit,0
20230528_VIGO_04.mp4,12.79194308,12.93897691,hit,0
20230528_VIGO_05.mp4,0.698813533,0.86704642,hit,0
20230528_VIGO_05.mp4,1.92820771,2.109381589,hit,0
20230528_VIGO_05.mp4,3.856415421,4.050530291,hit,0
20230528_VIGO_05.mp4,5.862269079,6.030501967,hit,0
20230528_VIGO_05.mp4,6.586964595,6.768138474,hit,0
20230528_VIGO_05.mp4,7.868122738,8.049296617,hit,0
20230528_VIGO_05.mp4,9.04575295,9.239867821,hit,0
20230528_VIGO_05.mp4,10.44338002,10.62455389,hit,0
20230528_VIGO_05.mp4,12.06100393,12.29394178,hit,0
20230528_VIGO_06.mp4,0.78951795,1.116215032,hit,0
20230528_VIGO_06.mp4,1.633485413,1.987407253,hit,0
20230528_VIGO_06.mp4,2.53190239,2.88582423,hit,0
20230528_VIGO_06.mp4,3.511993638,3.865915478,hit,0
20230528_VIGO_06.mp4,4.274286831,4.655433427,hit,0
20230528_VIGO_06.mp4,5.118254294,5.390501863,hit,0
20230528_VIGO_06.mp4,6.615615923,6.942313006,hit,0
20230528_VIGO_06.mp4,7.323459602,7.650156685,hit,0
20230528_VIGO_06.mp4,8.085752795,8.439674634,hit,0
20230528_VIGO_06.mp4,8.466899391,8.766371717,hit,0
20230528_VIGO_06.mp4,9.882586749,10.1003848,hit,0
20230528_VIGO_06.mp4,10.64487994,10.91712751,hit,0
20230528_VIGO_06.mp4,12.27836535,12.55061292,hit,0
20230528_VIGO_06.mp4,14.04797455,14.32022212,hit,0
20230528_VIGO_06.mp4,14.67414396,15.00084104,hit,0
20230528_VIGO_06.mp4,15.43643715,15.68145997,hit,0
20230528_VIGO_06.mp4,17.9955643,18.24058711,hit,0
20230528_VIGO_06.mp4,15.76313424,16.06260656,hit,0
20230528_VIGO_06.mp4,20.28244388,20.7724895,hit,0
20230528_VIGO_06.mp4,21.97037881,22.29707589,hit,0
20230528_VIGO_06.mp4,25.26457439,25.56404671,hit,0
20230528_VIGO_06.mp4,24.09390984,24.42060693,hit,0
20230528_VIGO_06.mp4,27.76925202,28.0959491,hit,0
20230528_VIGO_06.mp4,28.31374716,28.61321949,hit,0
